"_federal_accountability_status"	overall_grade	additional_credit	environment_grade	peer_index_	overall_score	principal	progress_category_score	dbn	_progress_report_grade	school	environment_category_score	performance_category_score	progress_grade	district	progress_report_type	performance_grade	_quality_review_score	school_level_	_school_support_organization
In Good Standing	B	0	B	20.55	50.3	Jacqui Getz	27	03M087	B	P.S. 087 WILLIAM SHERMAN	7.3	16	B	3	ESMS	A	Proficient	Elementary School	ESO
In Need of Improvement - Year 1	B	1.5	C	59.48	47.2	Ivelisse Alvarez	27.1	03M145	B	P.S. 145 THE BLOOMINGDALE SCHOOL	6.2	12.4	B	3	ESMS	B	Well Developed	Elementary School	CLSO
In Need of Improvement - Year 1	C	1.5	C	59.50	48.2	Shaniquia L. Singletary	31.3	03M149	C	P.S. 149 SOJOURNER TRUTH	7.2	8.2	B	3	ESMS	D	Well Developed	K-8	ESO
In Good Standing	B	0.75	B	41.67	51.3	Virginia Pepe	27.4	03M163	B	P.S. 163 ALFRED E. SMITH	7.2	15.9	B	3	ESMS	A	Well Developed	Elementary School	ESO
In Need of Improvement - Year 2	B	3	B	59.09	51.1	Linda Chen	28.6	03M165	A	P.S. 165 ROBERT E. SIMON	7.2	12.3	B	3	ESMS	B	Well Developed	Elementary School	ESO
In Good Standing	B	4.5	D	27.95	54.8	Richard Ronga	29.8	03M166	C	P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY	3.9	16.6	B	3	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	1.5	A	58.37	62.2	Peter Mcfarlane	25.7	03M180	A	P.S. 180 HUGO NEWMAN	14.5	20.5	B	3	ESMS	A	Well Developed	K-8	ESO
In Good Standing	B	2.25	B	54.10	53.3	Maria Verdesoto	29.4	03M191	A	P.S. 191 AMSTERDAM	8.7	12.9	B	3	ESMS	C	Well Developed	K-8	ESO
Requiring Academic Progress - Year 1	A	0	A	12.93	66.7	Katy Rosen	33.6	03M199	A	P.S. 199 JESSIE ISADOR STRAUS	11.3	21.8	B	3	ESMS	A	Well Developed	K-8	ESO
In Need of Improvement - Year 2	B	0	A	62.06	48.5	Susan M. Green	29	03M208	B	P.S. 208 ALAIN L. LOCKE	10.1	9.4	B	3	ESMS	C	Proficient	Elementary School	ICI
Requiring Academic Progress - Year 2	D	0	D	62.45	30.4	Diana Diaz	21.8	03M241	B	P.S. 241 FAMILY ACADEMY	3.2	5.4	C	3	ESMS	D	Proficient	K-8	ESO
In Good Standing	C	2.25	B	57.24	39.2	Denise Gomez	24.7	03M242	C	P.S. M242 -  GWENDOLYN POWELL BROWN COMPUTER SCHOOL	6.7	5.5	B	3	ESMS	F	Proficient	Elementary School	ESO
In Good Standing	A	0	A	3.81	89.5	Elaine Schwartz	53.5	03M243	D	M.S. 243 CENTER SCHOOL	14.4	21.6	A	3	ESMS	A	Proficient	Middle School	ESO
In Good Standing	A	2.25	A	3.51	68.2	Henry Zymeck	35.6	03M245	B	M.S. M245 THE COMPUTER SCHOOL	13.9	16.4	A	3	ESMS	B	Well Developed	Middle School	ESO
""						Johanna Barbara Dillenbeck		03M246		M.S. M246 CROSSROADS SCHOOL				3	ESMS			Middle School	LLSO
In Good Standing									C								Underdeveloped		
In Need of Improvement - Year 1	A	1.5	A	2.95	78.8	Claudia Aguirre	45.2	03M247	A	M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL	15	17.1	A	3	ESMS	B	Well Developed	Middle School	ESO
In Good Standing	A	3	A	3.04	75.1	Jeanne Rotunda	39.2	03M250	A	M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL	13.4	19.5	A	3	ESMS	A	Well Developed	Middle School	ESO
Restructuring - Year 2	B	1.5	A	2.90	64	Cheryl Rosen	33.7	03M256	A	M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE	9.9	18.9	B	3	ESMS	A	Proficient	Middle School	ESO
In Good Standing	A	7.5	A	3.02	93.6	John Curry	49.9	03M258	A	M.S. 258 COMMUNITY ACTION SCHOOL	13.3	22.9	A	3	ESMS	A	Well Developed	Middle School	ESO
""				2.04		Stephen Noonan		03M299		HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY				3	HS			High School	New Visions
In Good Standing		2															Proficient		
In Good Standing	B	9	C	2.28	59.5	Lynnette Delgado	33.3	03M307		URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE	4.6	12.6	B	3	HS	B	Well Developed	High School	ESO
In Good Standing	C	3	C	26.00	40	Susan Rappaport	19	03M333	A	P.S. 333 MANHATTAN SCHOOL FOR CHILDREN	6.7	11.3	C	3	ESMS	C	Proficient	K-8	CEI-PEA
In Good Standing	A	0	A	7.83	69.7	Brian Culot	29.7	03M334	A	THE ANDERSON SCHOOL	15	25	B	3	ESMS	A	Well Developed	K-8	ESO
In Need of Improvement - Year 1	B	0.75	C	2.78	58	Herma Hall (I.A.)	34.1	03M415	B	WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS	5.8	17.3	B	3	ESMS	B	Well Developed	Middle School	ESO
In Need of Improvement - Year 1	A	5	B	2.12	68.1	Herma Hall (I.A.)	39.4	03M415	A	WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS	6.4	17.3	A	3	HS	A	Well Developed	High School	ESO
Restructuring - Year 1	D	1	F	1.97	29.8	Dr. Eloise Messineo	20.3	03M470	C	LOUIS D. BRANDEIS HIGH SCHOOL	1.5	7	C	3	HS	D	Well Developed	High School	ESO
In Good Standing	A	4	A	3.35	78.4	Ruth Lacey	49.8	03M479	B	BEACON HIGH SCHOOL	12	12.6	A	3	HS	B	Well Developed	High School	ESO
In Good Standing	A	2	B	3.63	79	Kim Bruno	46	03M485	A	FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS	8.2	22.8	A	3	HS	A	Outstanding	High School	ESO
In Good Standing	B	3	B	2.07	57.4	Miriam Nightengale	32.9	03M492	C	HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE	7.4	14.1	B	3	HS	B	Well Developed	High School	LLSO
In Good Standing	A	8	B	2.28	67	Anne Geiger	37.4	03M494	B	HIGH SCHOOL OF ARTS AND TECHNOLOGY	6.5	15.1	A	3	HS	B	Proficient	High School	ESO
In Need of Improvement - Year 2	B	2.5	A	1.90	49.6	Jean Mctavish	25.3	03M505	B	EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL	9.6	12.2	B	3	HS	B	Proficient	Transfer School	ESO
In Good Standing	A	0	A	3.18	66.1	Susan Kreisman	37.9	03M541	A	MANHATTAN / HUNTER SCIENCE HIGH SCHOOL	9.3	18.9	A	3	HS	A	Well Developed	High School	CUNY
In Good Standing	B	3	C	3.06	56.1	Latasha Greer	32.9	03M860	C	FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL	6.5	13.7	B	3	ESMS	C	Proficient	Middle School	New Visions
In Good Standing	B	0	B	2.42	43.9	Latasha Greer	21.7	03M860	B	FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL	5.9	16.3	C	3	HS	A	Proficient	High School	New Visions
In Good Standing	A	0.75	A	3.50	77	Ana De Los Santos	43.5	03M862	C	MOTT HALL II	12.6	20.1	A	3	ESMS	A	Well Developed	Middle School	ESO
In Need of Improvement - Year 1	B	9	B	61.63	61.4	Racquel Jones	29	04M007	F	P.S. 007 SAMUEL STERN	8.7	14.7	B	4	ESMS	B	Proficient	K-8	ICI
In Good Standing	B	0	B	42.08	56.5	Janette Cesar	23	04M012	B	TAG YOUNG SCHOLARS	10	23.5	C	4	ESMS	A	Well Developed	K-8	CEI-PEA
Restructuring - Year 3	B	4.5	B	2.81	58.2	Jacob Michelman	34.5	04M013	F	J.H.S. 013 JACKIE ROBINSON	7.1	12.1	B	4	ESMS	C	Well Developed	Middle School	CLSO
In Good Standing	B	0	A	54.70	53	Alison Mckenzie	31.7	04M037	B	RIVER EAST ELEMENTARY	9.3	12	B	4	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	C	1.5	D	60.34	45.4	Norma Caraballo	27.1	04M038	C	P.S. 38 ROBERTO CLEMENTE	4.3	12.5	B	4	ESMS	B	Well Developed	Elementary School	LLSO
Restructuring - Year 3	B	6	B	2.85	64	Maria Aviles	38.8	04M045	F	J.H.S. M045 JOHN S. ROBERTS	6.6	12.6	A	4	ESMS	C	Proficient	Middle School	ESO
Restructuring - Year 3	B	5.25	C	64.68	56.4	Rebekah Mitchell	32.9	04M050	C	P.S. 050 VITO MARCANTONIO	7	11.2	B	4	ESMS	C	Well Developed	K-8	ESO
In Good Standing	A	4.5	A	63.61	74.6	Israel Soto	32.6	04M057	B	JAMES WELDON JOHNSON	13.7	23.8	B	4	ESMS	A	Well Developed	K-8	ESO
In Good Standing	A	2.25	A	66.69	72.1	Loren Bohlen	41.8	04M072	C	P.S. 072	9.7	18.3	A	4	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	A	1.5	A	57.12	76.1	Frances Castillo	38.3	04M083	B	P.S. 083 LUIS MUNOZ RIVERA	11.3	25	A	4	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	0.75	B	64.42	66.3	Victor Lopez	37.7	04M096	B	P.S. 096 JOSEPH LANZETTA	8.7	19.1	A	4	ESMS	A	Well Developed	K-8	ESO
""						Alexander Castillo		04M101		P.S. 101 ANDREW DRAPER				4	ESMS			K-8	KLSO
In Need of Improvement - Year 1									F										
In Need of Improvement - Year 2	A	8.25	A	68.83	76.2	Sandra Gittens	38.1	04M102	C	P.S. 102 JACQUES CARTIER	10.7	19.1	A	4	ESMS	A	Well Developed	Elementary School	LLSO
In Good Standing	A	6.75	A	61.95	77.3	Lourdes Arroyo	36.4	04M108	A	P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX	11.7	22.4	A	4	ESMS	A	Well Developed	K-8	ESO
""						Ralph Martinez		04M117		TITO PUENTE EDUCATION COMPLEX				4	ESMS			Middle School	ICI
Restructuring - Year 3									D										
In Good Standing	B	2.25	B	70.44	51.2	Laura Silver	27.2	04M146	C	P.S. 146 ANN M. SHORT	7.5	14.2	B	4	ESMS	B	Proficient	Elementary School	ICI
In Need of Improvement - Year 2	A	3.75	A	69.81	73.1	Alejandrin Hendrick	39.5	04M155	A	P.S. 155 WILLIAM PACA	12.7	17.1	A	4	ESMS	A	Well Developed	Elementary School	LLSO
In Good Standing	B	4.5	B	57.33	65.9	Dimitres Pantelidis	30.3	04M171	A	P.S. 171 PATRICK HENRY	10.2	20.9	B	4	ESMS	A	Well Developed	K-8	ESO
In Good Standing	A	6	A	64.40	86.5	Andrea Hernandez	45	04M182	A	THE BILINGUAL BICULTURAL SCHOOL	10.5	25	A	4	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	6	B	66.82	55	Myrna Rodriguez	26	04M206	D	P.S. 206 JOSE CELSO BABOSA	7.9	15.1	B	4	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	B	3.75	B	3.68	56	Lillian Sarro	29.3	04M224	C	M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS	8.8	14.1	B	4	ESMS	B	Well Developed	Middle School	CEI-PEA
In Good Standing	B	5	B	3.05	63.7	Jose David Jimenez	37.7	04M435	A	MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS	7	14	A	4	HS	B	Proficient	High School	ESO
In Good Standing	A	5	A	2.11	68	Kevin Mccarthy	34.6	04M495	B	PARK EAST HIGH SCHOOL	10.7	17.7	B	4	HS	A	Proficient	High School	ESO
In Good Standing	B	0.75	A	40.45	52.1	Julie Zuckerman	36.5	04M497	D	CENTRAL PARK EAST I	11.5	3.3	A	4	ESMS	F	Proficient	Elementary School	ESO
Requiring Academic Progress - Year 4	A	7.1	A	1.96	64.2	Bennett Lieberman	35.5	04M555	B	CENTRAL PARK EAST HIGH SCHOOL	10.9	10.7	A	4	HS	B	Proficient	High School	CLSO
In Good Standing	C	1.5	A	3.43	47.5	Althea Bradshaw-Tyson	14.8	04M610	B	YOUNG WOMEN'S LEADERSHIP SCHOOL	13	18.2	D	4	ESMS	A	Well Developed	Middle School	New Visions
In Good Standing	A	0	A	2.97	67.2	Althea Bradshaw-Tyson	33	04M610	A	YOUNG WOMEN'S LEADERSHIP SCHOOL	13.8	20.4	B	4	HS	A	Well Developed	High School	New Visions
""				2.98		David Grodsky		04M635		ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL				4	ESMS			Middle School	ESO
In Good Standing									F								Underdeveloped with Proficient Features		
In Good Standing	C	0	D	2.02	34.8	David Grodsky	17.1	04M635	C	ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL	3.4	14.3	F	4	HS	B	Underdeveloped with Proficient Features	High School	ESO
In Good Standing	A	10	B	1.95	82.6	Vivian Orlen	44.6	04M680	A	HERITAGE SCHOOL, THE	7.8	20.2	A	4	HS	A	Proficient	High School	ESO
""						Flora Greenaway		04M695		URBAN PEACE ACADEMY				4	HS			High School	ICI
""		2																	
Planning for Restructuring																			
In Good Standing	A	6.75	A	3.13	66.8	Lisa Nelson	34.4	04M825	D	ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE	11.2	14.4	B	4	ESMS	B	Proficient	Middle School	ESO
In Good Standing	C	0	A	53.21	34.7	Naomi Smith	19.9	04M964	B	CENTRAL PARK EAST II	12.8	2	C	4	ESMS	F	Well Developed	Elementary School	ESO
In Good Standing	B	4.5	B	62.26	58.8	Karen Melendez Hutt	31.4	05M030	A	P.S. 030 HERNANDEZ/HUGHES	8.8	14.1	B	5	ESMS	B	Well Developed	Elementary School	CLSO
In Need of Improvement - Year 1	B	0	B	63.41	50.3	George Young	29.7	05M046	A	P.S. 046 ARTHUR TAPPAN	7.2	13.4	B	5	ESMS	B	Well Developed	Elementary School	ESO
In Need of Improvement - Year 1	B	4.5	B	60.26	48.1	Rosa Davila	24.5	05M092	C	P.S. 092 MARY MCLEOD BETHUNE	6.6	12.5	B	5	ESMS	B	Well Developed	Elementary School	CLSO
In Good Standing	B	0	B	60.33	51.6	Beverly Lewis	33.6	05M123	B	P.S. 123 MAHALIA JACKSON	6.9	11.1	A	5	ESMS	C	Well Developed	Elementary School	KLSO
Restructuring - Year 3	B	1.5	C	60.46	56.3	Claudette Lustin	38.2	05M125	C	P.S. 125 RALPH BUNCHE	6	10.6	A	5	ESMS	C	Proficient	Elementary School	ESO
In Good Standing	A	6.75	B	58.45	68.5	Odelphia Pierre	42.8	05M129	A	P.S. 129 JOHN H. FINLEY	6.8	12.1	A	5	ESMS	B	Well Developed	Elementary School	CLSO
In Good Standing	B	0.75	B	61.15	49	Pamela Craig	32	05M133	C	P.S. 133 FRED R MOORE	7.7	8.5	B	5	ESMS	C	Proficient	Elementary School	CLSO
In Good Standing	B	3	B	61.32	45.8	Elizabeth Jarrett	23.3	05M154	C	P.S. 154 HARRIET TUBMAN	8.4	11.1	C	5	ESMS	C	Proficient	Elementary School	CLSO
In Need of Improvement - Year 2	A	3.75	A	65.97	65.1	Barbara D. Brown	31.6	05M161	B	P.S. 161 PEDRO ALBIZU CAMPOS	9.9	19.8	B	5	ESMS	A	Well Developed	Elementary School	ESO
""						Winston Riley		05M172		POWELL M.S. FOR LAW & SOCIAL JUSTICICE				5	ESMS			Middle School	LLSO
Planning for Restructuring																			
In Good Standing	C	0	C	53.40	39	Cheryl Mcclendon	23.5	05M175	B	P.S. 175 HENRY H GARNET	5.7	9.8	B	5	ESMS	C	Well Developed	Elementary School	CLSO
In Good Standing	D	1.5	C	63.85	29.9	Daryle Young	18.5	05M194	F	P.S. 194 COUNTEE CULLEN	4.7	5.2	C	5	ESMS	F	Proficient	Elementary School	ESO
Restructuring - Year 4	B	1.5	B	3.00	50.8	Aura Rivera	27.5	05M195	C	I.S. 195 ROBERTO CLEMENTE	7.6	14.2	B	5	ESMS	B	Well Developed	Middle School	CLSO
In Good Standing	C	3	C	58.98	34.1	Renardo Wright	16.4	05M197	B	P.S. 197 JOHN B. RUSSWURM	5.3	9.4	C	5	ESMS	C	Well Developed	Elementary School	CLSO
In Need of Improvement - Year 2	B	5.25	C	56.94	52	Renee Y. Belton	35.3	05M200	B	P.S. 200- THE JAMES MCCUNE SMITH SCHOOL	5.3	6.1	A	5	ESMS	D	Well Developed	Elementary School	CLSO
In Good Standing	F	0	B	2.17	27.8	Evelyn Collins	15.6	05M283		MANHATTAN THEATRE LAB HIGH SCHOOL	5.8	6.4	F	5	HS	D	Proficient	High School	New Visions
In Good Standing	C	0	B	2.21	37.8	Mary Rice	25.3	05M285		HARLEM RENAISSANCE HIGH SCHOOL	5.7	6.8	B	5	HS	F	Proficient	Transfer School	ESO
Planning for Restructuring	B	0.75	B	2.70	56	Qadir Ben Dixon	32	05M286	F	I.S. M286 RENAISSANCE MILITARY LEADERSHIP ACADEMY	9.8	13.4	B	5	ESMS	C	Proficient	Middle School	ESO
In Good Standing	B	7.5	A	3.18	59.2	Briony Carr	24.7	05M302	A	KAPPA IV	10.3	16.7	C	5	ESMS	B	Underdeveloped with Proficient Features	Middle School	Replications, Inc.
In Good Standing	B	2	C	2.60	51.1	Blaine Walton	29.2	05M304		MOTT HALL HIGH SCHOOL	3.6	16.3	B	5	HS	A	Proficient	High School	ESO
In Good Standing	C	1.5	D	3.08	40.1	Leah Susan Dyer	21.4	05M317	B	KAPPA II	4.9	12.3	C	5	ESMS	C	Underdeveloped	Middle School	ESO
In Good Standing	C	0.75	F	2.94	43.4	Yvonne El-Amin	26.6	05M344		ACADEMY OF COLLABORATIVE EDUCATION	0.9	15.1	B	5	ESMS	B	Underdeveloped	Middle School	ESO
""				3.82		Jose Maldonado-Rivera		05M362		COLUMBIA SECONDARY SCHOOL				5	ESMS			Middle School	ESO
In Good Standing																			
""				3.11		Crystal Simmons		05M367		ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL				5	ESMS			Middle School	ESO
In Good Standing																			
""				2.51		Crystal Simmons		05M367		ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL				5	HS			High School	ESO
""		2																	
In Good Standing																			
""				2.28		Fia Davis		05M369		URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS				5	HS			High School	ESO
In Good Standing		4															Proficient		
In Need of Improvement - Year 1	B	3	C	2.85	55.9	Dr. A. Ellen Parris	32.2	05M469	C	CHOIR ACADEMY OF HARLEM	5.6	15.1	B	5	ESMS	B	Underdeveloped with Proficient Features	Middle School	ICI
In Need of Improvement - Year 1	C	0	D	2.36	34.3	Dr. A. Ellen Parris	19.6	05M469	D	CHOIR ACADEMY OF HARLEM	3.5	11.2	C	5	HS	B	Underdeveloped with Proficient Features	High School	ICI
In Good Standing	C	1.5	D	3.47	41.3	Gregory Hodge	19.7	05M499	A	FREDERICK DOUGLASS ACADEMY	4.5	15.6	C	5	ESMS	B	Well Developed	Middle School	LLSO
In Good Standing	B	5	C	3.07	46.4	Gregory Hodge	26.5	05M499	B	FREDERICK DOUGLASS ACADEMY	4.6	10.3	B	5	HS	B	Well Developed	High School	LLSO
In Good Standing	F	0	B	3.33	24.1	Sandye Johnson	3.2	05M670	C	THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE	8.8	12.1	F	5	ESMS	C	Well Developed	Middle School	New Visions
In Good Standing	B	3	A	2.50	61.3	Sandye Johnson	35.5	05M670	B	THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE	9.2	13.6	A	5	HS	B	Well Developed	High School	New Visions
In Need of Improvement - Year 1	B	1	B	1.91	46	Larry Wilson	24.8	05M685	B	BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL	8.1	12.1	B	5	HS	B	Well Developed	High School	ESO
Restructuring - Year 3	B	2.25	B	66.69	49.2	Delois White	25.9	06M004	B	P.S. 004 DUKE ELLINGTON	7.7	13.3	B	6	ESMS	B	Well Developed	Elementary School	Fordham
Planning for Restructuring	A	0.75	A	67.13	63.3	Wanda Soto	35	06M005	B	P.S. 005 ELLEN LURIE	10.6	16.9	A	6	ESMS	A	Well Developed	Elementary School	ICI
Restructuring - Year 2	A	0.75	A	67.70	66.2	Mrs. Rafaela Landin	40	06M008	C	P.S. 008 LUIS BELLIARD	11.3	14.1	A	6	ESMS	B	Well Developed	Elementary School	LLSO
In Good Standing	B	3	A	63.84	59.9	Aurea Porrata-Doria	34.3	06M018	B	P.S. 018 PARK TERRACE	11.8	10.8	B	6	ESMS	C	Well Developed	K-8	LLSO
Restructuring - Year 2	A	8.25	A	66.09	76.8	Elsa Nunez	42.2	06M028	C	P.S. 028 WRIGHT BROTHERS	9.5	16.8	A	6	ESMS	A	Well Developed	Elementary School	LLSO
Restructuring - Year 3	A	2.25	A	66.47	67	Tracy Walsh	39.3	06M048	B	P.S. 048 P.O. MICHAEL J. BUCZEK	10.7	14.7	A	6	ESMS	B	Well Developed	Elementary School	LLSO
Restructuring - Year 1	B	2.25	A	3.03	57.1	Dr.Salvador A. Fernandez	28.8	06M052	B	J.H.S. 052 INWOOD	10.4	15.6	B	6	ESMS	B	Well Developed	Middle School	LLSO
In Good Standing	B	0	C	68.81	47.5	Maritza Rodriguez	27.1	06M098	C	P.S. 098 SHORAC KAPPOCK	5.6	14.8	B	6	ESMS	B	Proficient	Elementary School	ICI
Restructuring - Year 4	B	2.25	B	66.89	58.1	Sarah Carvajal	34.8	06M115	B	P.S. 115 ALEXANDER HUMBOLDT	8.6	12.4	A	6	ESMS	B	Well Developed	Elementary School	LLSO
Planning for Restructuring	A	3.75	A	65.75	61.1	Rosa Argelia Arredondo	29.9	06M128	B	P.S. 128 AUDUBON	11.8	15.6	B	6	ESMS	B	Well Developed	Elementary School	ICI
Restructuring - Year 1	B	0	A	68.56	54.1	Xiomara Nova	30.4	06M132	B	P.S. 132 JUAN PABLO DUARTE	9.7	14	B	6	ESMS	B	Well Developed	Elementary School	ICI
Restructuring - Year 3	B	2.25	A	2.89	59.6	Ourania Pappas	32.2	06M143	C	J.H.S. 143 ELEANOR ROOSEVELT	10.6	14.5	B	6	ESMS	B	Well Developed	Middle School	LLSO
In Need of Improvement - Year 2	A	3.75	B	64.54	66.7	Julie Pietri	40.6	06M152	B	P.S. 152 DYCKMAN VALLEY	7.2	15.1	A	6	ESMS	B	Well Developed	Elementary School	LLSO
In Good Standing	A	11.25	A	64.88	80.3	Monica George-Fields	39.5	06M153	A	P.S. 153 ADAM CLAYTON POWELL	10.8	18.7	A	6	ESMS	A	Outstanding	Elementary School	ESO
In Need of Improvement - Year 2	C	1.5	D	62.20	44.9	Dawn Boursiquot	28.2	06M173	B	P.S. 173	4.3	10.9	B	6	ESMS	C	Proficient	Elementary School	ICI
In Good Standing	B	0	A	43.70	53.1	Ms. Cynthia Chory	26.5	06M187	B	P.S. 187 HUDSON CLIFFS	11.6	15	B	6	ESMS	B	Well Developed	K-8	ESO
Restructuring - Year 3	B	0.75	A	61.42	51.9	Theresa Luger	26.3	06M189	C	P.S. 189	11	13.8	B	6	ESMS	B	Well Developed	Elementary School	LLSO
Restructuring - Year 4	A	9	B	68.17	74.3	Elizabeth Pacheco	49	06M192	B	P.S. 192 JACOB H. SCHIFF	7.9	8.4	A	6	ESMS	C	Proficient	Elementary School	Fordham
In Good Standing	A	0	A	65.59	69.9	Evelyn Linares	41.9	06M210	C	P.S. 210 - 21ST CENTURY ACADEMY	13.4	14.6	A	6	ESMS	B	Proficient	K-8	New Visions
Restructuring - Year 4	B	0.75	B	2.88	56	June Barnett	34.4	06M218	C	I.S. 218 SALOME URENA	8	12.8	B	6	ESMS	C	Proficient	Middle School	ICI
In Good Standing	A	0	A	46.01	71.3	Cynthia Arndt	34.6	06M223	A	THE MOTT HALL SCHOOL	11.7	25	B	6	ESMS	A	Well Developed	K-8	LLSO
In Good Standing	A	6	A	60.01	81.7	Maureen Guido	46.7	06M278	A	P.S./I.S. 278	12.5	16.5	A	6	ESMS	B	Well Developed	K-8	LLSO
In Good Standing	A	6	A	3.02	94.4	Bernadette Drysdale	54.8	06M293	B	CITY COLLEGE ACADEMY OF THE ARTS	13.4	20.2	A	6	ESMS	A	Well Developed	Middle School	CUNY
In Good Standing	B	6	A	52.04	63.8	Miriam Pedraja	27.7	06M311	A	AMISTAD DUAL LANGUAGE SCHOOL	10.8	19.3	B	6	ESMS	A	Well Developed	K-8	New Visions
In Good Standing	B	1.5	A	42.58	49.2	Tomasz Grabski	31.1	06M314	F	MUSCOTA	10.5	6.1	B	6	ESMS	D	Proficient	Elementary School	ESO
In Need of Improvement - Year 1	A	12	A	2.75	101.2	Ysidro Abreu	52.6	06M319	A	M.S. 319 - MARIA TERESA	15	21.6	A	6	ESMS	A	Outstanding	Middle School	CEI-PEA
In Good Standing	D	3	C	2.68	36.9	Pamela Russell-Glover	16	06M321	B	M.S. 321 - MINERVA	6.4	11.5	D	6	ESMS	D	Proficient	Middle School	CLSO
In Need of Improvement - Year 1	A	7.5	B	2.80	76.7	Erica Zigelman	43.8	06M322	B	MIDDLE SCHOOL 322	9.5	15.9	A	6	ESMS	B	Well Developed	Middle School	CEI-PEA
In Good Standing	A	7.5	A	2.70	96.7	Janet Heller	53.7	06M324	A	M.S. 324 - PATRIA	15	20.5	A	6	ESMS	A	Well Developed	Middle School	CEI-PEA
In Good Standing	B	1.5	C	65.65	47	Gary H. Cruz	32.4	06M325	C	P.S. 325	5.7	7.4	B	6	ESMS	D	Well Developed	Elementary School	Fordham
In Need of Improvement - Year 1	A	9	A	2.66	84.5	Sharon Weissbrot	49	06M326	C	M.S. 326 - WRITERS TODAY & LEADERS TOMORROW	10.6	15.9	A	6	ESMS	B	Proficient	Middle School	LLSO
In Good Standing	B	1.5	B	2.77	53.3	Jorge Estrella	27.4	06M328	A	M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY	8.8	15.6	B	6	ESMS	B	Well Developed	Middle School	CEI-PEA
In Good Standing	B	2.25	A	2.88	57.6	Sandra Maldonado	30.4	06M346		COMMUNITY HEALTH ACADEMY OF THE HEIGHTS	11.7	13.2	B	6	ESMS	C	Proficient	Middle School	New Visions
In Good Standing	B	0	A	2.98	55.9	Brett Kimmel	21.4	06M348		WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL	14.7	19.8	C	6	ESMS	A	Well Developed	Middle School	ESO
In Good Standing	C	3.75	B	2.79	42.9	Monica Klehr	28.5	06M349	C	HARBOR HEIGHTS	9.1	1.5	B	6	ESMS	F	Proficient	Middle School	ESO
""				48.79		Alva Buxenbaum		06M368		HAMILTON HEIGHTS SCHOOL				6	ESMS			Elementary School	ICI
In Good Standing																			
In Good Standing	A	7	A	2.10	80.4	Juan Alvarez	46.7	06M462	A	HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE	12.7	14	A	6	HS	B	Well Developed	High School	ESO
In Good Standing	A	4	B	2.12	64.2	Janet Saraceno	34.5	06M463	A	HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS	8.4	17.3	B	6	HS	A	Well Developed	High School	ESO
In Good Standing	A	5	A	2.27	77.2	Nicholas Politis	42.6	06M467	A	HIGH SCHOOL FOR LAW AND PUBLIC SERVICE	13.2	16.4	A	6	HS	A	Well Developed	High School	ESO
In Good Standing	A	7	B	2.11	73.7	Harris Marmor	42.5	06M468	A	HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES	8.6	15.6	A	6	HS	B	Well Developed	High School	ESO
In Good Standing	B	4.5	A	3.07	65.6	Norma Perez	31.8	06M528	B	I.S. 528 BEA FULLER RODGERS SCHOOL	10.6	18.7	B	6	ESMS	A	Well Developed	Middle School	ESO
